IDCliente,Estado Civil,Género,Hijos,Hijos en casa,Educación,Ocupación,Casa,Coches,Distancia,Región,Comprador,Edad,Ingresos
19301,C,F,2,0,ESO,Manual,1,1,2-5 KM,Europa,1,58,20000
19302,S,M,3,0,ESO,Manual,1,2,0-1 KM,Europa,1,53,10000
19303,C,M,3,0,Formación Profesional,Manual,0,2,0-1 KM,Europa,0,58,10000
19304,S,F,2,1,Formación Profesional,Manual,1,2,0-1 KM,Europa,0,56,10000
19305,S,F,2,2,Formación Profesional,Manual,1,1,0-1 KM,Europa,1,42,10000
19306,C,F,3,3,Formación Profesional,Manual,0,0,0-1 KM,Europa,0,42,10000
19307,C,M,1,1,ESO,Manual,1,0,2-5 KM,Europa,0,41,20000
19308,C,F,1,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,41,30000
19309,C,M,1,1,Bachiller,Religión,1,0,2-5 KM,Europa,1,41,30000
19310,C,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,36,40000
19311,C,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,42,40000
19312,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,42,40000
19313,S,M,3,3,Formación Profesional,Manual,1,1,0-1 KM,Europa,1,43,10000
19314,S,M,3,3,FP en curso,Manual,1,1,0-1 KM,Europa,1,37,10000
19315,S,M,1,1,ESO,Manual,0,1,0-1 KM,Europa,1,42,20000
19316,C,M,1,1,ESO,Manual,1,1,2-5 KM,Europa,1,37,20000
19317,S,F,1,1,ESO,Manual,0,1,2-5 KM,Europa,0,37,20000
19318,S,M,1,1,Bachiller,Religión,0,0,0-1 KM,Europa,1,42,30000
19319,S,M,1,1,Bachiller,Religión,0,1,0-1 KM,Europa,1,37,30000
19320,S,F,1,1,Formación Profesional,Manual,0,1,1-2 KM,Europa,1,43,20000
19321,C,M,1,1,Formación Profesional,Manual,1,1,2-5 KM,Europa,1,38,20000
19322,S,M,1,1,Formación Profesional,Manual,0,1,1-2 KM,Europa,1,38,20000
19323,C,M,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,32,40000
19324,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,42,40000
19325,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,43,40000
19326,C,M,1,1,Bachiller,Religión,1,1,2-5 KM,Europa,1,32,30000
19327,C,F,1,1,Bachiller,Obrero,1,2,0-1 KM,Europa,0,43,30000
19328,S,M,4,3,FP en curso,Manual,1,2,0-1 KM,Europa,0,45,10000
19329,S,F,2,2,Formación Profesional,Manual,1,0,0-1 KM,Europa,1,44,20000
19330,S,M,2,2,Formación Profesional,Manual,1,1,0-1 KM,Europa,0,44,20000
19331,S,M,2,2,Formación Profesional,Manual,1,1,0-1 KM,Europa,0,39,20000
19332,C,M,1,1,Bachiller,Obrero,1,2,0-1 KM,Europa,0,39,30000
19333,C,F,1,1,Bachiller,Obrero,1,2,0-1 KM,Europa,0,44,30000
19334,S,F,3,2,FP en curso,Manual,1,2,0-1 KM,Europa,0,40,10000
19335,S,M,3,3,Formación Profesional,Manual,1,0,0-1 KM,Europa,1,45,20000
19336,S,M,3,3,Formación Profesional,Manual,1,0,0-1 KM,Europa,1,46,20000
19337,S,F,3,3,Formación Profesional,Manual,1,0,0-1 KM,Europa,1,39,20000
19338,C,F,0,0,Bachiller,Profesional,0,0,0-1 KM,Europa,1,43,40000
19339,C,M,0,0,Bachiller,Profesional,1,0,0-1 KM,Europa,1,43,40000
19340,C,F,0,0,Bachiller,Profesional,1,0,0-1 KM,Europa,1,44,40000
19341,C,M,0,0,Bachiller,Profesional,1,0,0-1 KM,Europa,1,43,40000
19342,S,F,2,2,ESO,Religión,1,0,0-1 KM,Europa,0,41,30000
19343,S,M,2,2,ESO,Religión,1,0,0-1 KM,Europa,1,46,30000
19344,S,F,2,2,ESO,Religión,1,0,0-1 KM,Europa,0,40,30000
19345,C,F,2,2,ESO,Religión,0,1,0-1 KM,Europa,0,39,30000
19346,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,0,38,40000
19347,C,M,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,0,44,40000
19348,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,0,45,40000
19349,S,M,2,2,ESO,Religión,1,2,0-1 KM,Europa,0,40,30000
19350,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,0,35,40000
19351,S,M,2,2,ESO,Religión,1,2,0-1 KM,Europa,0,46,30000
19352,S,M,2,2,ESO,Religión,1,2,0-1 KM,Europa,0,46,30000
19353,S,F,3,3,ESO,Religión,1,0,0-1 KM,Europa,1,41,30000
19354,S,F,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,0,33,20000
19355,S,M,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,0,33,20000
19356,C,M,4,4,Formación Profesional,Manual,0,1,0-1 KM,Europa,0,33,20000
19357,S,M,3,3,ESO,Religión,1,1,0-1 KM,Europa,1,30,30000
19358,S,M,0,0,Formación Profesional,Manual,1,1,2-5 KM,Europa,0,31,20000
19359,C,M,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,1,46,40000
19360,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,1,46,40000
19361,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,1,46,40000
19362,C,M,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,1,41,40000
19363,S,F,1,0,ESO,Religión,1,1,2-5 KM,Europa,0,47,30000
19364,C,M,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,1,41,40000
19365,C,M,1,0,Bachiller,Obrero,1,1,0-1 KM,Europa,1,47,40000
19366,C,F,1,0,Bachiller,Obrero,1,1,0-1 KM,Europa,1,47,40000
19367,S,M,3,3,ESO,Religión,1,2,0-1 KM,Europa,0,31,30000
19368,S,F,4,4,ESO,Religión,1,1,0-1 KM,Europa,0,32,30000
19369,S,M,4,4,ESO,Religión,1,3,0-1 KM,Europa,0,31,30000
19370,S,M,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,0,32,20000
19371,S,M,0,0,ESO,Religión,0,1,2-5 KM,Europa,0,32,30000
19372,S,F,0,0,Formación Profesional,Manual,1,1,2-5 KM,Europa,0,33,20000
19373,S,F,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,0,33,20000
19374,S,F,0,0,Formación Profesional,Manual,0,1,5-10 KM,Europa,0,34,20000
19375,S,M,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,0,34,20000
19376,S,F,0,0,Formación Profesional,Manual,0,1,5-10 KM,Europa,0,33,20000
19377,S,M,0,0,ESO,Religión,0,1,2-5 KM,Europa,0,34,30000
19378,S,M,0,0,ESO,Religión,0,1,2-5 KM,Europa,0,33,30000
19379,S,F,0,0,FP en curso,Manual,1,2,0-1 KM,Europa,0,35,10000
19380,S,M,0,0,ESO,Religión,0,1,2-5 KM,Europa,1,34,30000
19381,S,F,0,0,ESO,Religión,0,1,2-5 KM,Europa,1,35,30000
19382,C,M,1,1,Bachiller,Obrero,1,0,1-2 KM,Europa,1,34,40000
19383,S,M,0,0,FP en curso,Manual,0,2,1-2 KM,Europa,0,37,20000
19384,S,M,0,0,FP en curso,Manual,0,2,1-2 KM,Europa,0,36,20000
19385,S,F,0,0,FP en curso,Manual,0,2,1-2 KM,Europa,0,31,20000
19386,S,M,0,0,ESO,Religión,0,1,2-5 KM,Europa,1,35,30000
19387,C,F,0,0,ESO,Religión,0,1,0-1 KM,Europa,1,36,30000
19388,S,M,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,0,29,20000
19389,S,M,0,0,ESO,Religión,0,1,2-5 KM,Europa,0,31,30000
19390,S,M,0,0,ESO,Religión,0,1,1-2 KM,Europa,0,31,30000
19391,S,M,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,0,31,30000
19392,S,M,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,0,32,30000
19393,C,M,4,2,Formación Profesional,Obrero,0,2,0-1 KM,Norte América,1,48,40000
19394,C,M,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,48,60000
19395,S,M,4,2,Formación Profesional,Obrero,1,2,2-5 KM,Norte América,1,49,40000
19396,S,F,4,2,Formación Profesional,Obrero,1,4,2-5 KM,Norte América,1,50,40000
19397,S,M,0,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,0,44,40000
19398,S,M,0,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,0,49,40000
19399,S,M,0,0,Bachiller,Profesional,0,1,2-5 KM,Norte América,0,49,40000
19400,S,M,0,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,43,50000
19401,S,M,0,0,Grado Universitario,Profesional,0,1,0-1 KM,Norte América,1,42,60000
19402,S,M,0,0,Grado Universitario,Profesional,1,1,2-5 KM,Norte América,1,42,60000
19403,S,F,0,0,Grado Universitario,Profesional,0,1,2-5 KM,Norte América,1,42,60000
19404,C,F,4,0,Formación Profesional,Obrero,1,2,2-5 KM,Norte América,0,81,10000
19405,C,F,1,0,ESO,Obrero,1,1,0-1 KM,Norte América,1,44,60000
19406,C,F,1,0,ESO,Obrero,1,1,0-1 KM,Norte América,1,43,60000
19407,C,F,1,0,ESO,Obrero,1,1,0-1 KM,Norte América,1,50,60000
19408,C,F,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,50,60000
19409,C,F,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,50,60000
19410,C,F,1,0,ESO,Obrero,1,1,0-1 KM,Norte América,1,51,60000
19411,C,F,4,3,Bachiller,Profesional,1,0,2-5 KM,Norte América,0,50,60000
19412,C,M,1,0,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,1,50,80000
19413,S,M,3,2,Bachiller,Profesional,0,1,0-1 KM,Norte América,1,51,60000
19414,C,F,3,2,Bachiller,Profesional,1,1,2-5 KM,Norte América,1,40,60000
19415,C,M,3,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,44,30000
19416,C,F,3,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,50,30000
19417,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,50,30000
19418,S,M,3,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,50,40000
19419,S,F,3,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,39,40000
19420,S,M,3,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,50,40000
19421,S,M,1,1,Formación Profesional,Manual,0,1,2-5 KM,Europa,1,39,10000
19422,S,F,0,0,ESO,Manual,0,1,2-5 KM,Europa,1,39,20000
19423,S,F,0,0,ESO,Manual,0,1,2-5 KM,Europa,1,39,20000
19424,S,M,2,2,Formación Profesional,Manual,1,0,0-1 KM,Europa,1,40,10000
19425,C,M,2,2,Formación Profesional,Manual,0,0,0-1 KM,Europa,0,40,10000
19426,S,M,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,39,30000
19427,S,M,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,40,30000
19428,C,M,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,34,30000
19429,S,M,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,39,30000
19430,C,F,2,0,Bachiller,Religión,1,1,2-5 KM,Europa,0,89,20000
19431,S,F,0,0,ESO,Manual,0,1,2-5 KM,Europa,0,40,20000
19432,S,M,0,0,ESO,Manual,0,1,1-2 KM,Europa,1,35,20000
19433,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,40,30000
19434,S,M,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,35,30000
19435,C,M,0,0,Bachiller,Religión,0,0,0-1 KM,Europa,1,35,30000
19436,C,M,1,0,Bachiller,Religión,1,0,1-2 KM,Europa,1,40,30000
19437,S,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,35,40000
19438,C,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,35,40000
19439,S,M,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,41,40000
19440,C,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,40,40000
19441,S,M,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,41,40000
19442,S,M,0,0,Grado Universitario,Obrero,1,0,0-1 KM,Europa,1,29,50000
19443,C,M,2,0,ESO,Manual,1,1,2-5 KM,Europa,1,52,20000
19444,C,F,2,2,Formación Profesional,Manual,0,1,0-1 KM,Europa,0,42,10000
19445,C,F,2,2,Formación Profesional,Manual,0,1,0-1 KM,Europa,0,42,10000
19446,C,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,41,40000
19447,C,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,41,40000
19448,S,F,1,1,ESO,Manual,0,1,0-1 KM,Europa,1,43,20000
19449,C,M,4,0,Formación Profesional,Manual,0,2,0-1 KM,Europa,0,83,10000
19450,C,M,1,1,Bachiller,Religión,1,0,2-5 KM,Europa,1,43,30000
19451,S,M,4,4,FP en curso,Manual,1,0,0-1 KM,Europa,1,43,10000
19452,C,M,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,42,40000
19453,C,F,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,37,40000
19454,C,M,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,42,40000
19455,S,M,0,0,Bachiller,Religión,1,0,0-1 KM,Europa,1,42,40000
19456,C,M,2,0,Formación Profesional,Manual,1,1,2-5 KM,Europa,0,82,20000
19457,S,F,1,0,ESO,Manual,1,1,1-2 KM,Europa,0,82,30000
19458,C,M,1,1,Bachiller,Obrero,1,1,2-5 KM,Europa,1,43,30000
19459,C,F,1,1,Bachiller,Obrero,1,1,0-1 KM,Europa,1,43,30000
19460,C,M,1,1,Bachiller,Obrero,1,2,0-1 KM,Europa,0,43,30000
19461,S,F,4,3,FP en curso,Manual,1,2,0-1 KM,Europa,0,44,10000
19462,S,F,2,2,Formación Profesional,Manual,1,2,0-1 KM,Europa,0,38,20000
19463,C,F,1,1,Bachiller,Obrero,1,2,0-1 KM,Europa,0,44,30000
19464,C,M,4,0,Formación Profesional,Manual,0,2,0-1 KM,Europa,0,80,10000
19465,S,F,4,0,Formación Profesional,Manual,1,2,0-1 KM,Europa,0,81,10000
19466,C,F,3,2,FP en curso,Manual,0,2,0-1 KM,Europa,0,46,10000
19467,S,F,3,3,Formación Profesional,Manual,1,0,0-1 KM,Europa,1,45,20000
19468,S,M,3,2,FP en curso,Manual,1,2,0-1 KM,Europa,0,41,10000
19469,S,F,3,2,FP en curso,Manual,1,2,0-1 KM,Europa,0,47,10000
19470,S,F,3,3,Formación Profesional,Manual,1,1,0-1 KM,Europa,0,41,20000
19471,S,M,3,3,Formación Profesional,Manual,1,1,0-1 KM,Europa,1,46,20000
19472,S,F,3,3,Formación Profesional,Manual,1,3,0-1 KM,Europa,1,41,20000
19473,S,M,3,3,Formación Profesional,Manual,1,4,0-1 KM,Europa,1,41,20000
19474,S,F,0,0,Bachiller,Profesional,1,0,0-1 KM,Europa,1,43,40000
19475,C,F,0,0,Bachiller,Profesional,0,0,0-1 KM,Europa,1,44,40000
19476,C,F,0,0,Bachiller,Profesional,1,0,0-1 KM,Europa,1,37,40000
19477,C,M,0,0,Bachiller,Profesional,1,0,0-1 KM,Europa,1,43,40000
19478,C,F,0,0,Grado Universitario,Obrero,1,0,0-1 KM,Europa,0,43,60000
19479,S,F,4,4,Formación Profesional,Manual,1,1,0-1 KM,Europa,1,41,20000
19480,C,F,1,0,ESO,Religión,1,1,0-1 KM,Europa,1,41,30000
19481,C,M,1,0,ESO,Religión,1,1,2-5 KM,Europa,0,42,30000
19482,C,M,1,0,ESO,Religión,1,1,0-1 KM,Europa,1,47,30000
19483,C,F,1,0,Grado Universitario,Obrero,1,0,0-1 KM,Europa,0,70,50000
19484,C,M,2,2,ESO,Religión,0,1,0-1 KM,Europa,0,45,30000
19485,S,M,2,2,ESO,Religión,1,1,0-1 KM,Europa,0,44,30000
19486,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,0,45,40000
19487,C,M,2,2,ESO,Religión,0,2,0-1 KM,Europa,0,45,30000
19488,S,F,2,2,ESO,Religión,1,2,0-1 KM,Europa,0,45,30000
19489,S,F,2,2,ESO,Religión,1,2,0-1 KM,Europa,0,46,30000
19490,S,F,2,2,ESO,Religión,1,2,0-1 KM,Europa,0,45,30000
19491,S,M,2,2,ESO,Religión,1,2,0-1 KM,Europa,0,34,30000
19492,S,M,2,2,ESO,Religión,1,2,0-1 KM,Europa,0,40,30000
19493,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,1,45,40000
19494,S,M,4,4,Formación Profesional,Manual,1,2,0-1 KM,Europa,0,31,20000
19495,S,M,4,4,Formación Profesional,Manual,1,2,0-1 KM,Europa,0,30,20000
19496,S,M,3,3,ESO,Religión,1,1,0-1 KM,Europa,1,31,30000
19497,S,M,3,3,ESO,Religión,1,2,0-1 KM,Europa,0,30,30000
19498,S,F,3,3,ESO,Religión,1,2,0-1 KM,Europa,0,31,30000
19499,C,M,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,1,46,40000
19500,C,M,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,1,41,40000
19501,C,F,1,0,ESO,Religión,1,1,0-1 KM,Europa,1,42,30000
19502,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,1,42,40000
19503,C,F,1,0,Bachiller,Obrero,1,0,0-1 KM,Europa,1,48,40000
19504,C,M,1,0,Bachiller,Obrero,1,1,0-1 KM,Europa,1,47,40000
19505,S,M,4,4,ESO,Religión,1,2,0-1 KM,Europa,0,32,30000
19506,S,F,4,4,ESO,Religión,1,3,0-1 KM,Europa,1,31,30000
19507,S,M,5,5,ESO,Religión,1,3,0-1 KM,Europa,0,32,30000
19508,C,M,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,0,34,10000
19509,S,F,0,0,ESO,Religión,0,1,2-5 KM,Europa,0,34,30000
19510,S,F,0,0,ESO,Religión,0,1,0-1 KM,Europa,1,33,30000
19511,S,M,0,0,ESO,Religión,0,1,0-1 KM,Europa,1,33,30000
19512,C,M,0,0,ESO,Religión,0,1,0-1 KM,Europa,0,33,30000
19513,C,M,0,0,FP en curso,Manual,1,2,0-1 KM,Europa,0,30,20000
19514,S,F,0,0,FP en curso,Manual,0,2,1-2 KM,Europa,0,29,20000
19515,S,F,0,0,ESO,Religión,1,1,2-5 KM,Europa,0,29,30000
19516,S,F,0,0,ESO,Religión,0,1,0-1 KM,Europa,0,35,30000
19517,S,M,0,0,ESO,Religión,0,1,2-5 KM,Europa,1,34,30000
19518,S,M,0,0,ESO,Religión,0,1,2-5 KM,Europa,1,35,30000
19519,S,F,0,0,FP en curso,Manual,1,2,1-2 KM,Europa,0,36,10000
19520,C,F,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,0,31,20000
19521,S,F,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,0,37,20000
19522,C,M,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,0,30,20000
19523,S,F,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,0,32,30000
19524,S,F,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,0,32,30000
19525,S,F,0,0,Bachiller,Profesional,0,1,2-5 KM,Norte América,0,49,40000
19526,S,F,0,0,ESO,Obrero,0,1,2-5 KM,Norte América,1,42,50000
19527,S,M,0,0,ESO,Obrero,0,1,2-5 KM,Norte América,1,37,50000
19528,S,F,0,0,ESO,Obrero,0,1,0-1 KM,Norte América,0,42,50000
19529,S,F,0,0,Grado Universitario,Profesional,0,1,2-5 KM,Norte América,1,37,60000
19530,S,F,0,0,Grado Universitario,Profesional,1,1,2-5 KM,Norte América,1,42,60000
19531,S,M,0,0,Grado Universitario,Profesional,0,1,2-5 KM,Norte América,1,42,60000
19532,S,F,0,0,Grado Universitario,Profesional,1,1,2-5 KM,Norte América,1,43,60000
19533,S,F,0,0,Grado Universitario,Profesional,0,1,0-1 KM,Norte América,1,42,60000
19534,S,M,0,0,Grado Universitario,Profesional,1,1,2-5 KM,Norte América,1,42,60000
19535,S,M,0,0,Grado Universitario,Profesional,0,1,2-5 KM,Norte América,1,42,60000
19536,C,F,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,49,60000
19537,C,F,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,43,60000
19538,C,M,1,0,ESO,Obrero,0,1,0-1 KM,Norte América,1,49,60000
19539,C,F,1,0,ESO,Obrero,1,1,2-5 KM,Norte América,1,50,60000
19540,C,F,4,3,Bachiller,Profesional,1,0,2-5 KM,Norte América,0,50,60000
19541,C,F,4,3,Bachiller,Profesional,0,1,0-1 KM,Norte América,0,51,60000
19542,C,M,1,0,Grado Universitario,Profesional,1,1,2-5 KM,Norte América,1,50,70000
19543,C,M,5,5,Grado Universitario,Profesional,0,3,10+ KM,Norte América,0,50,70000
19544,C,F,5,5,Grado Universitario,Profesional,1,3,10+ KM,Norte América,0,51,70000
19545,S,M,1,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,1,34,60000
19546,S,M,1,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,1,51,60000
19547,C,F,1,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,1,41,60000
19548,C,F,1,0,Bachiller,Profesional,1,1,0-1 KM,Norte América,1,51,60000
19549,C,M,1,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,1,51,60000
19550,C,M,1,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,1,45,60000
19551,C,M,5,4,Grado Universitario,Profesional,1,0,0-1 KM,Norte América,0,46,70000
19552,C,F,5,4,Grado Universitario,Profesional,0,2,0-1 KM,Norte América,0,46,70000
19553,C,F,5,4,Grado Universitario,Profesional,1,2,2-5 KM,Norte América,0,51,70000
19554,S,M,5,4,Bachiller,Profesional,1,2,2-5 KM,Norte América,0,45,70000
19555,C,M,1,0,Grado Universitario,Administrativo,0,0,0-1 KM,Pacífico,1,41,90000
19556,C,F,1,0,Grado Universitario,Administrativo,1,0,0-1 KM,Pacífico,1,40,90000
19557,S,F,2,2,Bachiller,Profesional,0,1,0-1 KM,Pacífico,1,41,60000
19558,C,F,4,4,Grado Universitario,Administrativo,1,1,0-1 KM,Pacífico,1,40,80000
19559,C,M,5,5,Grado Universitario,Administrativo,1,2,0-1 KM,Pacífico,1,33,80000
19560,C,M,2,0,Bachiller,Profesional,1,0,2-5 KM,Pacífico,1,34,90000
19561,C,M,2,0,Bachiller,Profesional,1,0,2-5 KM,Pacífico,1,39,90000
19562,S,F,2,2,Bachiller,Profesional,1,1,2-5 KM,Pacífico,1,41,60000
19563,C,F,2,2,Bachiller,Profesional,1,1,2-5 KM,Pacífico,1,41,60000
19564,C,M,2,2,Bachiller,Profesional,1,1,0-1 KM,Pacífico,1,35,60000
19565,C,F,2,2,Bachiller,Profesional,1,1,0-1 KM,Pacífico,1,31,60000
19566,S,M,5,5,Bachiller,Profesional,1,3,10+ KM,Pacífico,0,42,70000
19567,C,F,5,5,Bachiller,Profesional,0,3,10+ KM,Pacífico,0,42,70000
19568,C,F,1,0,Grado Universitario,Administrativo,0,1,2-5 KM,Pacífico,1,40,120000
19569,C,F,5,5,Bachiller,Profesional,1,4,10+ KM,Pacífico,0,36,70000
19570,C,F,5,5,Grado Universitario,Administrativo,1,3,0-1 KM,Pacífico,0,42,80000
19571,S,F,5,5,Grado Universitario,Administrativo,1,3,0-1 KM,Pacífico,0,37,80000
19572,C,F,5,5,Grado Universitario,Administrativo,1,3,0-1 KM,Pacífico,0,37,80000
19573,C,F,5,5,Grado Universitario,Administrativo,0,3,0-1 KM,Pacífico,0,36,80000
19574,S,F,5,5,Grado Universitario,Administrativo,1,3,0-1 KM,Pacífico,0,44,80000
19575,S,M,5,5,Bachiller,Profesional,1,3,0-1 KM,Pacífico,0,32,80000
19576,S,F,0,0,Bachiller,Profesional,1,0,0-1 KM,Pacífico,1,44,90000
19577,C,M,0,0,Bachiller,Profesional,1,0,0-1 KM,Pacífico,1,38,90000
19578,C,M,3,3,Bachiller,Profesional,1,1,2-5 KM,Pacífico,0,44,60000
19579,C,F,3,3,Bachiller,Profesional,1,1,2-5 KM,Pacífico,0,44,60000
19580,C,M,3,3,Bachiller,Profesional,1,2,5-10 KM,Pacífico,0,44,60000
19581,C,M,5,5,Bachiller,Profesional,1,4,10+ KM,Pacífico,0,45,70000
19582,S,F,5,5,Bachiller,Profesional,1,4,10+ KM,Pacífico,0,41,70000
19583,C,M,5,5,Bachiller,Profesional,1,4,10+ KM,Pacífico,0,41,70000
19584,S,M,0,0,Bachiller,Profesional,0,1,5-10 KM,Pacífico,0,36,70000
19585,S,F,0,0,Bachiller,Profesional,0,1,5-10 KM,Pacífico,0,41,70000
19586,S,M,0,0,Bachiller,Profesional,1,1,5-10 KM,Pacífico,1,41,70000
19587,C,F,5,5,Bachiller,Profesional,1,4,0-1 KM,Pacífico,0,41,80000
19588,C,M,5,5,Bachiller,Profesional,1,4,1-2 KM,Pacífico,1,41,80000
19589,C,M,3,3,Bachiller,Profesional,1,2,5-10 KM,Pacífico,0,45,60000
19590,C,M,4,4,Bachiller,Profesional,1,3,10+ KM,Pacífico,0,35,60000
19591,S,M,0,0,Bachiller,Profesional,0,1,5-10 KM,Pacífico,0,46,70000
19592,S,F,3,2,Bachiller,Profesional,0,2,0-1 KM,Pacífico,1,41,60000
19593,S,F,3,2,Bachiller,Profesional,0,2,0-1 KM,Pacífico,1,46,60000
19594,S,F,0,0,Bachiller,Profesional,0,1,0-1 KM,Pacífico,1,46,70000
19595,S,M,0,0,Bachiller,Profesional,0,1,0-1 KM,Pacífico,1,47,70000
19596,S,M,0,0,Bachiller,Profesional,0,1,0-1 KM,Pacífico,1,41,70000
19597,C,M,4,4,Bachiller,Profesional,1,0,0-1 KM,Pacífico,0,31,90000
19598,C,F,1,0,Bachiller,Profesional,1,1,5-10 KM,Pacífico,1,41,60000
19599,C,M,1,0,ESO,Obrero,0,1,0-1 KM,Pacífico,1,43,60000
19600,C,F,1,0,ESO,Obrero,1,1,5-10 KM,Pacífico,0,48,60000
19601,C,M,1,0,ESO,Obrero,1,1,0-1 KM,Pacífico,1,49,60000
19602,S,M,0,0,Bachiller,Profesional,1,1,2-5 KM,Pacífico,1,43,100000
19603,S,F,0,0,Bachiller,Profesional,0,1,5-10 KM,Pacífico,0,43,100000
19604,S,F,0,0,Grado Universitario,Administrativo,0,1,5-10 KM,Pacífico,0,43,110000
19605,C,M,1,0,ESO,Obrero,1,1,0-1 KM,Pacífico,1,43,60000
19606,S,M,3,0,Formación Profesional,Obrero,1,2,5-10 KM,Pacífico,0,77,20000
19607,S,M,0,0,Bachiller,Profesional,1,1,5-10 KM,Pacífico,1,45,70000
19608,C,M,5,5,Bachiller,Profesional,1,4,1-2 KM,Pacífico,0,33,80000
19609,S,F,0,0,Bachiller,Profesional,0,1,0-1 KM,Pacífico,1,45,70000
19610,C,F,1,0,Bachiller,Profesional,1,1,5-10 KM,Pacífico,0,45,90000
19611,S,F,0,0,Bachiller,Profesional,0,1,0-1 KM,Pacífico,1,46,70000
19612,S,M,0,0,Bachiller,Profesional,0,1,0-1 KM,Pacífico,1,41,70000
19613,S,M,0,0,Bachiller,Profesional,0,2,5-10 KM,Pacífico,1,35,70000
19614,S,M,0,0,Bachiller,Profesional,0,2,0-1 KM,Pacífico,1,46,70000
19615,S,M,1,0,ESO,Obrero,1,1,5-10 KM,Pacífico,1,41,60000
